phrasing:n001:p0	R
phrasing:n002:p0	R
phrasing:n003:p0	R
phrasing:n004:p0	R
phrasing:n005:p0	R
phrasing:n006:p0	R
phrasing:n007:p0	R
phrasing:n008:p0	R
phrasing:n009:p0	R
phrasing:n010:p0	R
phrasing:n011:p0	R
phrasing:n012:p0	R
phrasing:n013:p0	R
phrasing:n014:p0	R
phrasing:n015:p0	R
phrasing:n016:p0	R
phrasing:n017:p0	R
phrasing:n018:p0	R
phrasing:n019:p0	R
phrasing:n020:p0	R
phrasing:n021:p0	R
phrasing:n022:p0	R
phrasing:n023:p0	R
phrasing:n024:p0	R
phrasing:n025:p0	R
phrasing:n026:p0	R
phrasing:n027:p0	R
phrasing:n028:p0	R
phrasing:n029:p0	R
phrasing:n030:p0	R
phrasing:n031:p0	R
phrasing:n032:p0	R
phrasing:n033:p0	R
phrasing:n034:p0	R
phrasing:n035:p0	R
phrasing:n036:p0	R
phrasing:n037:p0	R
phrasing:n038:p0	R
phrasing:n039:p0	R
phrasing:n040:p0	R
phrasing:n041:p0	R
phrasing:n042:p0	R
phrasing:n043:p0	R
phrasing:n044:p0	R
phrasing:n045:p0	R
phrasing:n046:p0	R
phrasing:n047:p0	R
phrasing:n048:p0	R
phrasing:n049:p0	R
phrasing:n050:p0	R
phrasing:n051:p0	R
phrasing:n052:p0	R
phrasing:n053:p0	R
phrasing:n054:p0	R
phrasing:n055:p0	R
phrasing:n056:p0	R
phrasing:n057:p0	R
phrasing:n058:p0	R
phrasing:n059:p0	R
phrasing:n060:p0	R
phrasing:n061:p0	R
phrasing:n062:p0	R
phrasing:n063:p0	R
phrasing:n064:p0	R
phrasing:n065:p0	R
phrasing:n066:p0	R
phrasing:n067:p0	R
phrasing:n068:p0	R
phrasing:n069:p0	R
phrasing:n070:p0	R
phrasing:n071:p0	R
phrasing:n072:p0	R
phrasing:n073:p0	R
phrasing:n074:p0	R
phrasing:n075:p0	R
phrasing:n076:p0	R
phrasing:n077:p0	R
phrasing:n078:p0	R
phrasing:n079:p0	R
phrasing:n080:p0	R
phrasing:n081:p0	R
phrasing:n082:p0	R
phrasing:n083:p0	R
phrasing:n084:p0	R
phrasing:n085:p0	R
phrasing:n086:p0	R
phrasing:n087:p0	R
phrasing:n088:p0	R
phrasing:n089:p0	R
phrasing:n090:p0	R
phrasing:n091:p0	R
phrasing:n092:p0	R
phrasing:n093:p0	R
phrasing:n094:p0	R
phrasing:n095:p0	R
phrasing:n096:p0	R
phrasing:n097:p0	R
phrasing:n098:p0	R
phrasing:n099:p0	R
phrasing:n100:p0	R
phrasing:n101:p0	R
phrasing:n102:p0	R
phrasing:n103:p0	R
phrasing:n104:p0	R
phrasing:n105:p0	R
phrasing:n106:p0	R
phrasing:n107:p0	R
phrasing:n108:p0	R
phrasing:n109:p0	R
phrasing:n110:p0	R
phrasing:n111:p0	R
phrasing:n112:p0	R
phrasing:n113:p0	R
phrasing:n114:p0	R
phrasing:n115:p0	R
phrasing:n116:p0	R
phrasing:n117:p0	R
phrasing:n118:p0	R
phrasing:n119:p0	R
phrasing:n120:p0	R
phrasing:n121:p0	R
phrasing:n122:p0	R
phrasing:n123:p0	R
phrasing:n124:p0	R
phrasing:n125:p0	R
phrasing:n126:p0	R
phrasing:n127:p0	R
phrasing:n128:p0	R
phrasing:n129:p0	R
phrasing:n130:p0	R
phrasing:n131:p0	R
phrasing:n132:p0	R
phrasing:n133:p0	R
phrasing:n001:p0	C
phrasing:n002:p0	C
phrasing:n003:p0	C
phrasing:n004:p0	C
phrasing:n005:p0	C
phrasing:n006:p0	C
phrasing:n007:p0	C
phrasing:n008:p0	C
phrasing:n009:p0	C
phrasing:n010:p0	C
phrasing:n011:p0	C
phrasing:n012:p0	C
phrasing:n013:p0	C
phrasing:n014:p0	C
phrasing:n015:p0	C
phrasing:n016:p0	C
phrasing:n017:p0	C
phrasing:n018:p0	C
phrasing:n019:p0	C
phrasing:n020:p0	C
phrasing:n021:p0	C
phrasing:n022:p0	C
phrasing:n023:p0	C
phrasing:n024:p0	C
phrasing:n025:p0	C
phrasing:n026:p0	C
phrasing:n027:p0	C
phrasing:n028:p0	C
phrasing:n029:p0	C
phrasing:n030:p0	C
phrasing:n031:p0	C
phrasing:n032:p0	C
phrasing:n033:p0	C
phrasing:n034:p0	C
phrasing:n035:p0	C
phrasing:n036:p0	C
phrasing:n037:p0	C
phrasing:n038:p0	C
phrasing:n039:p0	C
phrasing:n040:p0	C
phrasing:n041:p0	C
phrasing:n042:p0	C
phrasing:n043:p0	C
phrasing:n044:p0	C
phrasing:n045:p0	C
phrasing:n046:p0	C
phrasing:n047:p0	C
phrasing:n048:p0	C
phrasing:n049:p0	C
phrasing:n050:p0	C
phrasing:n051:p0	C
phrasing:n052:p0	C
phrasing:n053:p0	C
phrasing:n054:p0	C
phrasing:n055:p0	C
phrasing:n056:p0	C
phrasing:n057:p0	C
phrasing:n058:p0	C
phrasing:n059:p0	C
phrasing:n060:p0	C
phrasing:n061:p0	C
phrasing:n062:p0	C
phrasing:n063:p0	C
phrasing:n064:p0	C
phrasing:n065:p0	C
phrasing:n066:p0	C
phrasing:n067:p0	C
phrasing:n068:p0	C
phrasing:n069:p0	C
phrasing:n070:p0	C
phrasing:n071:p0	C
phrasing:n072:p0	C
phrasing:n073:p0	C
phrasing:n074:p0	C
phrasing:n075:p0	C
phrasing:n076:p0	C
phrasing:n077:p0	C
phrasing:n078:p0	C
phrasing:n079:p0	C
phrasing:n080:p0	C
phrasing:n081:p0	C
phrasing:n082:p0	C
phrasing:n083:p0	C
phrasing:n084:p0	C
phrasing:n085:p0	C
phrasing:n086:p0	C
phrasing:n087:p0	C
phrasing:n088:p0	C
phrasing:n089:p0	C
phrasing:n090:p0	C
phrasing:n091:p0	C
phrasing:n092:p0	C
phrasing:n093:p0	C
phrasing:n094:p0	C
phrasing:n095:p0	C
phrasing:n096:p0	C
phrasing:n097:p0	C
phrasing:n098:p0	C
phrasing:n099:p0	C
phrasing:n100:p0	C
phrasing:n101:p0	C
phrasing:n102:p0	C
phrasing:n103:p0	C
phrasing:n104:p0	C
phrasing:n105:p0	C
phrasing:n106:p0	C
phrasing:n107:p0	C
phrasing:n108:p0	C
phrasing:n109:p0	C
phrasing:n110:p0	C
phrasing:n111:p0	C
phrasing:n112:p0	C
phrasing:n113:p0	C
phrasing:n114:p0	C
phrasing:n115:p0	C
phrasing:n116:p0	C
phrasing:n117:p0	C
phrasing:n118:p0	C
phrasing:n119:p0	C
phrasing:n120:p0	C
phrasing:n121:p0	C
phrasing:n122:p0	C
phrasing:n123:p0	C
phrasing:n124:p0	C
phrasing:n125:p0	C
phrasing:n126:p0	C
phrasing:n127:p0	C
phrasing:n128:p0	C
phrasing:n129:p0	C
phrasing:n130:p0	C
phrasing:n131:p0	C
phrasing:n132:p0	C
phrasing:n133:p0	C
